BSE_Code,Company_Name,BSE_Verified,NSE_Code,Sector,Industry
519552,Heritage Foods Limited,519552,HERITGFOOD,Fast Moving Consumer Goods,Fast Moving Consumer Goods
514440,Blue Pearl Agriventures Limited,514440,,Commodities,Chemicals
544314,Sanathan Textiles Limited,544314,SANATHAN,Consumer Discretionary,Textiles
544530,ANAND RATHI SHARE AND STOCK BROKERS LIMITED,544530,ARSSBL,Financial Services,Financial Services
517498,Websol Energy System Limited,517498,WEBELSOLAR,Industrials,Capital Goods
521248,Kitex Garmenets Ltd.,521248,KITEX,Consumer Discretionary,Textiles
544720,Omnitech Engineering Limited,544720,OMNI,Industrials,Capital Goods
533262,Ramky Infrastructure Limited,533262,RAMKY,Industrials,Construction
524709,NACL Industries Limited,524709,NACLIND,Commodities,Chemicals
506222,Styrenix Performance Materials Limited,506222,STYRENIX,Commodities,Chemicals
524348,Aarti Drugs Limited,524348,AARTIDRUGS,Healthcare,Healthcare
532884,Refex Industries Limited,532884,REFEX,Utilities,Utilities
519477,CIAN Agro Industries & Infrastructure Limited,519477,,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544545,TRUALT BIOENERGY LIMITED,544545,TRUALT,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544232,Interarch Building Solutions Limited,544232,INTERARCH,Industrials,Construction
539042,AGI Infra Limited,539042,AGIIL,Consumer Discretionary,Realty
522034,Shanthi Gears Ltd.,522034,SHANTIGEAR,Industrials,Capital Goods
540768,Mahindra Logistics Limited,540768,MAHLOG,Services,Services
500150,Foseco India Ltd,500150,FOSECOIND,Commodities,Chemicals
524372,Orchid Pharma Limited,524372,ORCHPHARMA,Healthcare,Healthcare
532029,Sindhu Trade Links Limited,532029,SINDHUTRAD,Energy,"Oil, Gas & Consumable Fuels"
516072,Vishnu Chemicals Limited,516072,VISHNU,Commodities,Chemicals
532983,RPG Life Sciences Limited,532983,RPGLIFE,Healthcare,Healthcare
519156,Vadilal Industries Ltd.,519156,VADILALIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543600,Harsha Engineers International Limited,543600,HARSHA,Industrials,Capital Goods
543325,Rolex Rings Limited,543325,ROLEXRINGS,Consumer Discretionary,Automobile and Auto Components
542665,Neogen Chemicals Limited,542665,NEOGEN,Commodities,Chemicals
541336,IndoStar Capital Finance Limited,541336,INDOSTAR,Financial Services,Financial Services
532799,Hubtown Limited,532799,HUBTOWN,Consumer Discretionary,Realty
540025,Advanced Enzyme Technologies Limited,540025,ADVENZYMES,Healthcare,Healthcare
500148,Uflex Limited,500148,UFLEX,Industrials,Capital Goods
503101,Marathon Nextgen Realty Ltd,503101,MARATHON,Consumer Discretionary,Realty
538268,Wonderla Holidays Limited,538268,WONDERLA,Consumer Discretionary,Consumer Services
500243,Kirloskar Industries Ltd,500243,KIRLOSIND,Industrials,Capital Goods
544290,ENVIRO INFRA ENGINEERS LIMITED,544290,EIEL,Utilities,Utilities
540725,Share India Securities Limited,540725,SHAREINDIA,Financial Services,Financial Services
532900,PAISALO DIGITAL LIMITED,532900,PAISALO,Financial Services,Financial Services
542597,MSTC Limited,542597,MSTCLTD,Services,Services
535754,ORIENT CEMENT LIMITED,535754,ORIENTCEM,Commodities,Construction Materials
540701,Dishman Carbogen Amcis Limited,540701,DCAL,Healthcare,Healthcare
539542,LUX Industries Limited,539542,LUXIND,Consumer Discretionary,Textiles
532924,Kolte-Patil Developers Ltd,532924,KOLTEPATIL,Consumer Discretionary,Realty
505710,Grauer & Weil (India) Ltd.,505710,GRAUWEIL,Commodities,Chemicals
543212,Borosil Limited,543212,BOROLTD,Consumer Discretionary,Consumer Durables
544030,Flair Writing Industries Limited,544030,FLAIR,Fast Moving Consumer Goods,Fast Moving Consumer Goods
539889,Parag Milk Foods Limited,539889,PARAGMILK,Fast Moving Consumer Goods,Fast Moving Consumer Goods
532815,SMS Pharmaceuticals Ltd,532815,SMSPHARMA,Healthcare,Healthcare
508989,Navneet Education Limited,508989,NAVNETEDUL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500414,Timex Group India Ltd,500414,TIMEX,Consumer Discretionary,Consumer Durables
500235,Kalyani Steels Ltd,500235,KSL,Industrials,Capital Goods
500285,SpiceJet Limited,500285,SPICEJET,Services,Services
530943,Aqylon Nexus Limited,530943,AQYLON,Consumer Discretionary,"Media, Entertainment & Publication"
513262,Steel Strips & Wheels Ltd,513262,SSWL,Consumer Discretionary,Automobile and Auto Components
513519,PITTI ENGINEERING LIMITED,513519,PITTIENG,Industrials,Capital Goods
540544,PSP Projects Limited,540544,PSPPROJECT,Industrials,Construction
509079,Gufic BioSciences Ltd.,509079,GUFICBIO,Healthcare,Healthcare
532256,Nalwa Sons Investment Ltd,532256,NSIL,Financial Services,Financial Services
541163,Sandhar Technologies Limited,541163,SANDHAR,Consumer Discretionary,Automobile and Auto Components
526650,Tourism Finance Corpn. Of India Ltd,526650,TFCILTD,Financial Services,Financial Services
532440,MPS Limited,532440,MPSLTD,Consumer Discretionary,"Media, Entertainment & Publication"
513349,Ajmera Realty & Infra India Limited,513349,AJMERA,Consumer Discretionary,Realty
544355,Jubilant Agri and Consumer Products Limited,544355,JUBLCPL,Commodities,Chemicals
509243,TVS Srichakra Ltd.,509243,TVSSRICHAK,Consumer Discretionary,Automobile and Auto Components
544420,Raymond Realty Limited,544420,RAYMONDREL,Consumer Discretionary,Realty
542727,CITY PULSE MULTIVENTURES LIMITED,542727,,Consumer Discretionary,Consumer Services
526881,63 Moons Technologies Limited,526881,63MOONS,Information Technology,Information Technology
513269,Man Industries (India) Ltd,513269,MANINDS,Industrials,Capital Goods
523716,Ashiana Housing Limited,523716,ASHIANA,Consumer Discretionary,Realty
526807,Seamec Ltd,526807,SEAMECLTD,Services,Services
512008,EFC (I) LIMITED,512008,EFCIL,Services,Services
523319,Balmer Lawrie & Co. Ltd.,523319,BALMLAWRIE,Diversified,Diversified
526797,Greenply Industries Ltd,526797,GREENPLY,Consumer Discretionary,Consumer Durables
539978,Quess Corp Limited,539978,QUESS,Services,Services
543321,Tatva Chintan Pharma Chem Limited,543321,TATVA,Commodities,Chemicals
544088,Medi Assist Healthcare Services Limited,544088,MEDIASSIST,Financial Services,Financial Services
503960,Bharat Bijlee Ltd.,503960,BBL,Industrials,Capital Goods
526125,BN AGROCHEM LIMITED,526125,BNAGROCHEM,Services,Services
532732,Kewal Kiran Clothing Ltd.,532732,KKCL,Consumer Discretionary,Textiles
544055,Muthoot Microfin Limited,544055,MUTHOOTMF,Financial Services,Financial Services
543933,Cyient DLM Limited,543933,CYIENTDLM,Industrials,Capital Goods
522281,Ram Ratna Wires Ltd.,522281,RAMRAT,Industrials,Capital Goods
544320,CARRARO INDIA LIMITED,544320,CARRARO,Consumer Discretionary,Automobile and Auto Components
543542,KESAR INDIA LIMITED,543542,,Consumer Discretionary,Realty
544430,SAMBHV STEEL TUBES LIMITED,544430,SAMBHV,Industrials,Capital Goods
544161,D P ABHUSHAN LIMITED,544161,DPABHUSHAN,Consumer Discretionary,Consumer Durables
543213,ROSSARI BIOTECH LIMITED,543213,ROSSARI,Commodities,Chemicals
531449,GRM Overseas Ltd.,531449,GRMOVER,Fast Moving Consumer Goods,Fast Moving Consumer Goods
504882,National Standard (India) Limited,504882,NATIONSTD,Consumer Discretionary,Realty
544181,Awfis Space Solutions Limited,544181,AWFIS,Services,Services
532967,KIRI INDUSTRIES LIMITED,532967,KIRIINDUS,Commodities,Chemicals
543489,Gateway Distriparks Limited,543489,GATEWAY,Services,Services
532054,KDDL Ltd,532054,KDDL,Consumer Discretionary,Consumer Durables
531719,Bhagiradha Chemicals and Industries,531719,BHAGCHEM,Commodities,Chemicals
544066,SUNDARAM-CLAYTON LIMITED,544066,SUNCLAY,Consumer Discretionary,Automobile and Auto Components
544699,Aye Finance Limited,544699,AYE,Financial Services,Financial Services
542907,Prince Pipes and Fittings Limited,542907,PRINCEPIPE,Industrials,Capital Goods
533104,Globus Spirits Limited,533104,GLOBUSSPR,Fast Moving Consumer Goods,Fast Moving Consumer Goods
524743,FISCHER MEDICAL VENTURES LIMITED,524743,FISCHER,Healthcare,Healthcare
544664,KSH INTERNATIONAL LIMITED,544664,KSHINTL,Industrials,Capital Goods
500330,Raymond Limited,500330,RAYMOND,Industrials,Capital Goods
544519,EURO PRATIK SALES LIMITED,544519,EUROPRATIK,Consumer Discretionary,Consumer Durables
543547,DDEV PLASTIKS INDUSTRIES LIMITED,543547,DDEVPLSTIK,Commodities,Chemicals
500444,West Coast Paper Mills Limited,500444,WSTCSTPAPR,Commodities,Forest Materials
531120,Patel Engineering Ltd,531120,PATELENG,Industrials,Construction
506690,Unichem Laboratories Ltd.,506690,UNICHEMLAB,Healthcare,Healthcare
505010,Automotive Axles Ltd.,505010,AUTOAXLES,Consumer Discretionary,Automobile and Auto Components
543620,INSOLATION ENERGY LIMITED,543620,INA,Utilities,Power
544333,STANDARD ENGINEERING TECHNOLOGY LIMITED,544333,SETL,Industrials,Capital Goods
522101,Kilburn Engineering Ltd,522101,KLBRENG-B,Industrials,Capital Goods
543652,FUSION FINANCE LIMITED,543652,FUSION,Financial Services,Financial Services
543972,Aeroflex Industries Limited,543972,AEROFLEX,Industrials,Capital Goods
532834,Camlin Fine Sciences Ltd,532834,CAMLINFINE,Commodities,Chemicals
542857,Greenpanel Industries Limited,542857,GREENPANEL,Consumer Discretionary,Consumer Durables
531543,Jindal Worldwide Ltd.,531543,JINDWORLD,Consumer Discretionary,Textiles
544525,GK ENERGY LIMITED,544525,GKENERGY,Industrials,Construction
532486,Pokarna Ltd.,532486,POKARNA,Consumer Discretionary,Consumer Durables
503811,Siyaram Silk Mills Ltd.,503811,SIYSIL,Consumer Discretionary,Textiles
544396,Network People Services Technologies Limited,544396,NPST,Financial Services,Financial Services
526247,Premier Explosives Ltd.,526247,PREMEXPLN,Commodities,Chemicals
533333,Fineotex Chemical Limited,533333,FCL,Commodities,Chemicals
504212,Universal Cables Ltd.,504212,UNIVCABLES,Industrials,Capital Goods
539921,Shanti Educational Initiatives Limited,539921,SEIL,Consumer Discretionary,Consumer Services
500219,Jain Irrigation Systems Ltd.,500219,JISLJALEQS,Industrials,Capital Goods
543272,Easy Trip Planners Limited,543272,EASEMYTRIP,Consumer Discretionary,Consumer Services
543288,Deep Industries Limited,543288,DEEPINDS,Energy,"Oil, Gas & Consumable Fuels"
544111,Apeejay Surrendra Park Hotels Limited,544111,PARKHOTELS,Consumer Discretionary,Consumer Services
522215,HLE GLASCOAT LIMITED,522215,HLEGLAS,Industrials,Capital Goods
544294,Rossell Techsys Limited,544294,ROSSTECH,Industrials,Capital Goods
544021,Protean eGov Technologies Limited,544021,PROTEAN,Information Technology,Information Technology
539895,SPICE LOUNGE FOOD WORKS LIMITED,539895,,Consumer Discretionary,Consumer Services
539056,IMAGICAAWORLD ENTERTAINMENT LIMITED,539056,IMAGICAA,Consumer Discretionary,Consumer Services
504341,RAVINDRA ENERGY LIMITED,504341,RELTD,Industrials,Capital Goods
524051,Polyplex Corporation Ltd.,524051,POLYPLEX,Industrials,Capital Goods
523618,Dredging Corporation of India Ltd.,523618,DREDGECORP,Services,Services
530073,Sanghvi Movers Ltd.,530073,SANGHVIMOV,Services,Services
543686,Sirca Paints India Limited,543686,SIRCA,Consumer Discretionary,Consumer Durables
513097,Shivalik Bimetal Controls Ltd.,513097,SBCL,Industrials,Capital Goods
539301,Arvind SmartSpaces Limited,539301,ARVSMART,Consumer Discretionary,Realty
530367,NRB Bearings Ltd.,530367,NRBBEARING,Consumer Discretionary,Automobile and Auto Components
509732,Kothari Industrial Corpn. Ltd.,509732,KOTIC,Consumer Discretionary,Consumer Durables
500730,NOCIL Ltd,500730,NOCIL,Commodities,Chemicals
544402,JASH ENGINEERING LIMITED,544402,JASH,Industrials,Capital Goods
532369,Ramco Industries Ltd,532369,RAMCOIND,Commodities,Construction Materials
513228,Pennar Industries Ltd.,513228,PENIND,Industrials,Capital Goods
532309,GE Power India Limited,532309,GVPIL,Industrials,Capital Goods
502090,Sagar Cements Ltd,502090,SAGCEM,Commodities,Construction Materials
500227,Jindal Poly Films Ltd.,500227,JINDALPOLY,Industrials,Capital Goods
523301,TCPL Packaging Limited,523301,TCPLPACK,Industrials,Capital Goods
517467,MARSONS LIMITED,517467,MARSONS,Industrials,Capital Goods
534392,Vardhman Special Steels Ltd,534392,VSSL,Industrials,Capital Goods
543942,UTKARSH SMALL FINANCE BANK LIMITED,543942,UTKARSHBNK,Financial Services,Financial Services
500020,Bombay Dyeing & Mfg. Co. Ltd.,500020,BOMDYEING,Consumer Discretionary,Textiles
504036,Hind Rectifiers Ltd.,504036,HIRECT,Industrials,Capital Goods
500097,Dalmia Bharat Sugar and Industries Ltd,500097,DALMIASUG,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500215,SUNDROP BRANDS LIMITED,500215,SUNDROP,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544457,Brigade Hotel Ventures Limited,544457,BRIGHOTEL,Consumer Discretionary,Consumer Services
542333,RPSG VENTURES LIMITED,542333,RPSGVENT,Services,Services
524735,Hikal Ltd.,524735,HIKAL,Healthcare,Healthcare
524091,CARYSIL LIMITED,524091,CARYSIL,Consumer Discretionary,Consumer Durables
540724,Prataap Snacks Limited,540724,DIAMONDYD,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500032,Bajaj Hindusthan Sugar Limited,500032,BAJAJHIND,Fast Moving Consumer Goods,Fast Moving Consumer Goods
500412,Thirumalai Chemicals Ltd.,500412,TIRUMALCHM,Commodities,Chemicals
535322,Repco Home Finance Limited,535322,REPCOHOME,Financial Services,Financial Services
544095,EPACK Durable Limited,544095,EPACK,Consumer Discretionary,Consumer Durables
500191,HMT Limited,500191,HMT,Industrials,Capital Goods
505744,Federal-Mogul Goetze (India) Ltd,505744,FMGOETZE,Consumer Discretionary,Automobile and Auto Components
524667,Savita Oil Technologies Limited,524667,SOTL,Energy,"Oil, Gas & Consumable Fuels"
532930,BGR ENERGY SYSTEMS LIMITED,532930,BGRENERGY,Industrials,Construction
500147,JOHN COCKERILL INDIA LIMITED,500147,COCKERILL,Industrials,Capital Goods
500365,WELSPUN SPECIALTY SOLUTIONS LIMITED,500365,WELSPLSOL,Industrials,Capital Goods
534600,JTL INDUSTRIES LIMITED,534600,JTLIND,Industrials,Capital Goods
526783,Dr.Agarwals Eye Hospital Ltd.,526783,DRAGARWQ,Healthcare,Healthcare
506235,Alembic  Ltd,506235,ALEMBICLTD,Consumer Discretionary,Realty
544379,Prabha Energy Limited,544379,PRABHA,Energy,"Oil, Gas & Consumable Fuels"
544261,ARKADE DEVELOPERS LIMITED,544261,ARKADE,Consumer Discretionary,Realty
544119,Rashi Peripherals Limited,544119,RPTECH,Information Technology,Information Technology
543619,Concord Control Systems Limited,543619,,Industrials,Capital Goods
543528,Venus Pipes & Tubes Limited,543528,VENUSPIPES,Industrials,Capital Goods
506022,Prakash Industries Ltd.,506022,PRAKASH,Commodities,Metals & Mining
539658,TeamLease Services Limited,539658,TEAMLEASE,Services,Services
524164,IOL Chemicals & Pharmaceuticals Ltd,524164,IOLCP,Healthcare,Healthcare
507488,G.M. Breweries Ltd.,507488,GMBREW,Fast Moving Consumer Goods,Fast Moving Consumer Goods
503681,Elcid Investments Ltd.,503681,ELCIDIN,Financial Services,Financial Services
531508,Eveready Industries India Ltd.,531508,EVEREADY,Fast Moving Consumer Goods,Fast Moving Consumer Goods
514167,Ganesha Ecosphere Limited,514167,GANECOS,Consumer Discretionary,Textiles
540136,HPL Electric & Power Limited,540136,HPL,Industrials,Capital Goods
524394,Vimta Labs Ltd.,524394,VIMTALABS,Healthcare,Healthcare
544540,Epack Prefab Technologies Limited,544540,EPACKPEB,Industrials,Capital Goods
511551,Monarch Networth Capital Limited,511551,MONARCH,Financial Services,Financial Services
517300,Gujarat Industries Power Co. Ltd,517300,GIPCL,Utilities,Power
513517,Steelcast Ltd.,513517,STEELCAS,Industrials,Capital Goods
532390,Taj GVK Hotels & Resorts Ltd.,532390,TAJGVK,Consumer Discretionary,Consumer Services
531209,Nucleus Software Exports Ltd,531209,NUCLEUS,Information Technology,Information Technology
539199,SG FINSERVE LIMITED,539199,SGFIN,Financial Services,Financial Services
514234,Sangam (India) Ltd,514234,SANGAMIND,Consumer Discretionary,Textiles
522249,Mayur Uniquoters ltd.,522249,MAYURUNIQ,Consumer Discretionary,Consumer Durables
522064,HONDA INDIA POWER PRODUCTS LIMITED,522064,HONDAPOWER,Industrials,Capital Goods
543992,YATRA ONLINE LIMITED,543992,YATRA,Consumer Discretionary,Consumer Services
522029,Windsor Machines Limited,522029,WINDMACHIN,Industrials,Capital Goods
500306,Jaykay Enterprises Limited,500306,JAYKAY,Industrials,Capital Goods
544517,Shankara Buildpro Limited,544517,BUILDPRO,Consumer Discretionary,Consumer Services
519183,ADF Foods Limited.,519183,ADFFOODS,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544243,Baazar Style Retail Limited,544243,STYLEBAAZA,Consumer Discretionary,Consumer Services
543328,Krsnaa Diagnostics Limited,543328,KRSNAA,Healthcare,Healthcare
500288,Morepen Laboratories Ltd.,500288,MOREPENLAB,Healthcare,Healthcare
517522,Rajratan Global Wire Ltd,517522,RAJRATAN,Consumer Discretionary,Automobile and Auto Components
539686,K.P. Energy Limited,539686,KPEL,Utilities,Power
526947,La Opala RG Ltd.,526947,LAOPALA,Consumer Discretionary,Consumer Durables
500052,Bhansali Engineering Polymers Ltd.,500052,BEPL,Commodities,Chemicals
531349,Panacea Biotec Ltd.,531349,PANACEABIO,Healthcare,Healthcare
502157,Mangalam Cement Ltd.,502157,MANGLMCEM,Commodities,Construction Materials
533267,CANTABIL RETAIL INDIA LIMITED,533267,CANTABIL,Consumer Discretionary,Textiles
539450,S H Kelkar and Company Limited,539450,SHK,Commodities,Chemicals
544496,Vikran Engineering Limited,544496,VIKRAN,Industrials,Construction
532368,BRIGHTCOM GROUP LIMITED,532368,BCG,Information Technology,Information Technology
543689,Uniparts India Limited,543689,UNIPARTS,Consumer Discretionary,Automobile and Auto Components
532661,Rane (Madras)  Ltd.,532661,RML,Consumer Discretionary,Automobile and Auto Components
500672,Novartis India Limited.,500672,NOVARTIND,Healthcare,Healthcare
512068,Deccan Gold Mines Ltd.,512068,DECNGOLD,Commodities,Metals & Mining
543401,Go Fashion (India) Limited,543401,GOCOLORS,Consumer Discretionary,Consumer Services
544142,Shipping Corporation of India Land and Assets Limited,544142,SCILAL,Financial Services,Financial Services
538920,VINTAGE COFFEE AND BEVERAGES LIMITED,538920,VINCOFE,Fast Moving Consumer Goods,Fast Moving Consumer Goods
542905,Hindware Home Innovation Limited,542905,HINDWAREAP,Consumer Discretionary,Consumer Durables
540212,TCI Express Limited,540212,TCIEXP,Services,Services
512237,Jai Corp Limited,512237,JAICORPLTD,Industrials,Capital Goods
532430,BF Utilities Ltd.,532430,BFUTILITIE,Services,Services
526227,Filatex India Ltd.,526227,FILATEX,Consumer Discretionary,Textiles
505504,GHV INFRA PROJECTS LIMITED,505504,,Industrials,Construction
533302,Kalyani Investment Company Limited,533302,KICL,Financial Services,Financial Services
540710,Capacit'e Infraprojects Limited,540710,CAPACITE,Industrials,Construction
544512,SHRINGAR HOUSE OF MANGALSUTRA LIMITED,544512,SHRINGARMS,Consumer Discretionary,Consumer Durables
544150,KP GREEN ENGINEERING LIMITED,544150,,Industrials,Capital Goods
500108,Mahanagar Telephone Nigam Ltd.,500108,MTNL,Telecommunication,Telecommunication
534535,STRING METAVERSE LIMITED,534535,,Information Technology,Information Technology
543983,EMS LIMITED,543983,EMSLIMITED,Utilities,Utilities
523127,EIH Associated Hotels Ltd.,523127,EIHAHOTELS,Consumer Discretionary,Consumer Services
533344,PTC India Financial Services Limited,533344,PFS,Financial Services,Financial Services
533162,Hathway Cable & Datacom Limited,533162,HATHWAY,Consumer Discretionary,"Media, Entertainment & Publication"
506197,Bliss GVS Pharma Limited,506197,BLISSGVS,Healthcare,Healthcare
523385,Nilkamal Limited,523385,NILKAMAL,Consumer Discretionary,Consumer Durables
532612,Indoco Remedies Ltd.,532612,INDOCO,Healthcare,Healthcare
544224,Afcom Holdings Limited,544224,,Services,Services
544532,Solarworld Energy Solutions Limited,544532,SOLARWORLD,Industrials,Construction
544599,Studds Accessories Limited,544599,STUDDS,Consumer Discretionary,Automobile and Auto Components
543650,DCX Systems Limited,543650,DCXINDIA,Industrials,Capital Goods
533520,Indiabulls Limited,533520,IBULLSLTD,Services,Services
544386,Spectrum Electrical Industries Limited,544386,SPECTRUM,Industrials,Capital Goods
501945,Dhenu Buildcon Infra Limited,501945,,Financial Services,Financial Services
544742,Sai Parenteral's Limited,544742,SAIPARENT,Healthcare,Healthcare
523606,Sika Interplant Systems Ltd.,523606,SIKA,Industrials,Capital Goods
523261,Venky's (India) ltd.,523261,VENKEYS,Fast Moving Consumer Goods,Fast Moving Consumer Goods
543590,Rhetan TMT Limited,543590,RHETAN,Industrials,Capital Goods
543812,DIVGI TORQTRANSFER SYSTEMS LIMITED,543812,DIVGIITTS,Consumer Discretionary,Automobile and Auto Components
533644,Ujaas Energy Limited,533644,UEL,Utilities,Power
544470,M & B ENGINEERING LIMITED,544470,MBEL,Industrials,Construction
532859,Hinduja Global Solutions Limited,532859,HGS,Services,Services
533306,SUMMIT SECURITIES LTD.,533306,SUMMITSEC,Financial Services,Financial Services
532698,Nitin Spinners Ltd.,532698,NITINSPIN,Consumer Discretionary,Textiles
543989,Sai Silks (Kalamandir) Limited,543989,KALAMANDIR,Consumer Discretionary,Consumer Services
532722,Nitco Ltd.,532722,NITCO,Consumer Discretionary,Consumer Durables
532408,SIGMA ADVANCED SYSTEMS LIMITED,532408,SIGMAADV,Industrials,Capital Goods
500333,Pix Transmissions Ltd.,500333,PIXTRANS,Industrials,Capital Goods
516038,KS Smart Technologies Limited,516038,,Information Technology,Information Technology
522241,M.M.Forgings Ltd.,522241,MMFL,Consumer Discretionary,Automobile and Auto Components
519091,Tasty Bite Eatables Ltd.,519091,TASTYBITE,Fast Moving Consumer Goods,Fast Moving Consumer Goods
544042,Bajel Projects Limited,544042,BAJEL,Industrials,Capital Goods
543932,IDEAFORGE TECHNOLOGY LIMITED,543932,IDEAFORGE,Industrials,Capital Goods
542774,MUFIN GREEN FINANCE LIMITED,542774,MUFIN,Financial Services,Financial Services
532663,Sasken Technologies Limited,532663,SASKEN,Information Technology,Information Technology
500186,Hindustan Oil Exploration Co. Ltd.,500186,HINDOILEXP,Energy,"Oil, Gas & Consumable Fuels"
523694,Apcotex Industries Limited,523694,APCOTEXIND,Industrials,Capital Goods
532686,Kernex Microsystems (India) Ltd.,532686,KERNEX,Services,Services
504741,Indian Hume Pipe Co. Ltd.,504741,INDIANHUME,Industrials,Construction
540797,Shalby Limited,540797,SHALBY,Healthcare,Healthcare
533080,Mold-Tek Packaging Limited,533080,MOLDTKPAC,Industrials,Capital Goods
523862,GRAND OAK CANYONS DISTILLERY LIMITED,523862,GRANDOAK,Financial Services,Financial Services
532851,Insecticides India Ltd.,532851,INSECTICID,Commodities,Chemicals
532285,Geojit Financial Services Limited,532285,GEOJITFSL,Financial Services,Financial Services
500168,Goodyear India Ltd.,500168,GOODYEAR,Consumer Discretionary,Automobile and Auto Components
532370,Ramco Systems Ltd,532370,RAMCOSYS,Information Technology,Information Technology
500460,Mukand Ltd.,500460,MUKANDLTD,Industrials,Capital Goods
532650,MSP STEEL & POWER LTD.,532650,MSPL,Industrials,Capital Goods
533257,INDOSOLAR LIMITED,533257,WAAREEINDO,Industrials,Capital Goods
544456,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,544456,RMDRIP,Industrials,Capital Goods
543449,WONDER ELECTRICALS LIMITED,543449,WEL,Consumer Discretionary,Consumer Durables
532268,ACCELYA SOLUTIONS INDIA LIMITED,532268,ACCELYA,Information Technology,Information Technology
543714,LANDMARK CARS LIMITED,543714,LANDMARK,Consumer Discretionary,Automobile and Auto Components
512038,TCC CONCEPT LIMITED,512038,TCC,Consumer Discretionary,Consumer Services
541540,SOLARA ACTIVE PHARMA SCIENCES LIMITED,541540,SOLARA,Healthcare,Healthcare
543311,India Pesticides Limited,543311,IPL,Commodities,Chemicals
500314,Oriental Hotels Ltd.,500314,ORIENTHOT,Consumer Discretionary,Consumer Services
506373,Citurgia Biochemicals Ltd.,506373,,Commodities,Chemicals
507514,Som Distilleries & Breweries Ltd.,507514,SDBL,Fast Moving Consumer Goods,Fast Moving Consumer Goods
504092,Indokem Ltd,504092,,Commodities,Chemicals
538734,CEINSYS TECH LIMITED,538734,CEINSYS,Information Technology,Information Technology
524632,Shukra Pharmaceuticals Limited,524632,,Healthcare,Healthcare
544291,RAJESH POWER SERVICES LIMITED ,544291,,Utilities,Utilities
543214,NDR Auto Components Limited,543214,NDRAUTO,Consumer Discretionary,Automobile and Auto Components
544733,GSP CROP SCIENCE LIMITED,544733,GSPCROP,Commodities,Chemicals
523838,Simplex Infrastructures Limited,523838,SIMPLEXINF,Industrials,Construction
511742,UGRO CAPITAL LIMITED,511742,UGROCAP,Financial Services,Financial Services
505800,Rane Holdings Ltd.,505800,RANEHOLDIN,Financial Services,Financial Services
543260,STOVE KRAFT LIMITED,543260,STOVEKRAFT,Consumer Discretionary,Consumer Durables
532240,India Nippon Electricals Ltd,532240,INDNIPPON,Consumer Discretionary,Automobile and Auto Components
540048,S.P. Apparels Limited,540048,SPAL,Consumer Discretionary,Textiles
530075,Antelopus Selan Energy Limited,530075,ANTELOPUS,Energy,"Oil, Gas & Consumable Fuels"
543386,Fino Payments Bank Limited,543386,FINOPB,Financial Services,Financial Services
543953,Khazanchi Jewellers Limited,543953,,Consumer Discretionary,Consumer Durables
543411,HI-TECH PIPES LIMITED,543411,HITECH,Industrials,Capital Goods
508814,Cosmo First Limited,508814,COSMOFIRST,Industrials,Capital Goods
539682,Mobavenue AI Tech Limited,539682,,Information Technology,Information Technology
543514,Veranda Learning Solutions Limited,543514,VERANDA,Consumer Discretionary,Consumer Services
543230,ADVAIT ENERGY TRANSITIONS LIMITED,543230,ADVAIT,Industrials,Capital Goods
517041,Ador Welding Ltd.,517041,ADOR,Industrials,Capital Goods
500068,Disa India Ltd.,500068,DISAQ,Industrials,Capital Goods
541403,Dollar Industries Limited,541403,DOLLAR,Consumer Discretionary,Textiles
541167,YASHO INDUSTRIES LIMITED,541167,YASHO,Commodities,Chemicals
532848,Delta Corp Limited,532848,DELTACORP,Consumer Discretionary,Consumer Services
544198,DEE DEVELOPMENT ENGINEERS LIMITED,544198,DEEDEV,Industrials,Capital Goods
542759,Spandana Sphoorty Financial Limited,542759,SPANDANA,Financial Services,Financial Services
543644,InfoBeans Technologies Limited,543644,INFOBEAN,Information Technology,Information Technology
538891,MAGELLANIC CLOUD LIMITED,538891,MCLOUD,Information Technology,Information Technology
544271,Garuda Construction and Engineering Limited,544271,GARUDA,Industrials,Construction
524820,Panama Petrochem Ltd.,524820,PANAMAPET,Energy,"Oil, Gas & Consumable Fuels"
544413,Digitide Solutions Limited,544413,DIGITIDE,Information Technology,Information Technology
544305,One Mobikwik Systems Limited,544305,MOBIKWIK,Financial Services,Financial Services
543329,Windlas Biotech Limited,543329,WINDLAS,Healthcare,Healthcare
531548,Somany Ceramics Limited,531548,SOMANYCERA,Consumer Discretionary,Consumer Durables
539404,SATIN CREDITCARE NETWORK LIMITED,539404,SATIN,Financial Services,Financial Services
507526,Associated Alcohols & Breweries Ltd,507526,ASALCBR,Fast Moving Consumer Goods,Fast Moving Consumer Goods
522195,Frontier Springs Ltd.,522195,FRONTSP,Consumer Discretionary,Automobile and Auto Components
505725,ALGOQUANT FINTECH LIMITED,505725,ALGOQUANT,Financial Services,Financial Services
